hotel name,city,certification,score,review rate,reviews,room type,occupancy,Free cancellation,pay at the property,No prepayment needed,rooms left,nights/adults,price,location rate,bb included
Kilford Arms,"Kilkenny City Centre, Kilkenny",,7.9,Good,"1,182 reviews",Double Room,1 full bed,,,,,"1 night, 2 adults",€ 246,Location 9.3,
"Staycity Aparthotels, Dublin, Christchurch","Dublin City Centre, Dublin",•  •  •  •  •,9,Wonderful,831 reviews,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",Free cancellation,– pay at the property,No prepayment needed,Only 1 left at this price on our site,"1 night, 2 adults",€ 497,Location 9.4,
Bellinter House,Navan,,8,Very Good,631 reviews,Deluxe Double Room,1 queen bed,Free cancellation,– pay at the property,No prepayment needed,Only 6 rooms left at this price on our site,"1 night, 2 adults",€ 324,,Breakfast included
The Gleneagle Hotel & Apartments,Killarney,,8.2,Very Good,"1,638 reviews",Double Room,Beds: 1 double or 2 twins,,,,,"1 night, 2 adults",€ 231,,Breakfast included
The Address Sligo,Sligo,,7.5,Good,403 reviews,Twin Room,"2 beds (1 twin, 1 king)",Free cancellation,– pay at the property,No prepayment needed,Only 5 rooms left at this price on our site,"1 night, 2 adults",€ 205,,
"The House Hotel, an Ascend Hotel Collection Member",Galway,,8.2,Very Good,"1,094 reviews",Standard Double or Twin Room,Multiple bed types,Free cancellation,– pay at the property,No prepayment needed,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 314,Location 9.6,Breakfast included
Wellington Temple Bar,"Temple Bar, Dublin",,8.3,Very Good,220 reviews,Double Room- no windows,1 full bed,,,,Only 5 rooms left at this price on our site,"1 night, 2 adults",€ 280,Location 9.6,
Roganstown Hotel & Country Club,Swords,,7.6,Good,"1,143 reviews",Classic Triple Room,"2 beds (1 twin, 1 full)",Free cancellation,,,,"1 night, 2 adults",€ 219,,
Ashling Hotel Dublin,"Dublin City Centre, Dublin",,8.6,Excellent,"3,522 reviews",Classic Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 1 room left at this price on our site,"1 night, 2 adults",€ 289,,
Corbett Court,Fermoy,,8.1,Very Good,272 reviews,Twin Room,"2 beds (1 twin, 1 full)",Free cancellation,– pay at the property,No prepayment needed,Only 6 rooms left at this price on our site,"1 night, 2 adults",€ 180,,Breakfast included
Knockranny House Hotel & Spa,Westport,,8.6,Excellent,360 reviews,Double Standard,1 full bed,,,,,"1 night, 2 adults",€ 290,,Breakfast included
Jackson Court Hotel,"Saint Stephen's Green, Dublin",,6.7,Review score,"2,875 reviews",Cozy Double Room,1 full bed,,,,Only 6 rooms left at this price on our site,"1 night, 2 adults",€ 239,,
Kilcooly's Country House Hotel,Ballybunion,,9.1,Wonderful,106 reviews,Deluxe Double Room,1 queen bed,,,,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 180,Location 9.5,
REZz Dublin,"Temple Bar, Dublin",,7.8,Good,"1,984 reviews",Double Room,1 queen bed,Free cancellation,– pay at the property,No prepayment needed,,"1 night, 2 adults",€ 230,Location 9.4,
The Cliff House Hotel,Ballybunion,,8.2,Very Good,316 reviews,Standard Twin Room,2 twin beds,Free cancellation,– pay at the property,No prepayment needed,Only 1 room left at this price on our site,"1 night, 2 adults",€ 240,Location 9.4,Breakfast included
Park House Hotel,Galway,,8.5,Very Good,"1,821 reviews",Superior Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 3 rooms left at this price on our site,"1 night, 2 adults",€ 315,Location 9.6,Breakfast included
Kilmurry Lodge Hotel,Limerick,,8.2,Very Good,"1,485 reviews",Double Classic,1 full bed,,,,,"1 night, 2 adults",€ 211,,
Trident Hotel Kinsale,Kinsale,,8.7,Excellent,381 reviews,Harbor View Room,1 king bed,,,,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 360,Location 9.6,Breakfast included
The Carraig Hotel,Carrick-on-Suir,,8.6,Excellent,252 reviews,Double Room,1 full bed,Free cancellation,,,Only 6 rooms left at this price on our site,"1 night, 2 adults",€ 160,,Breakfast included
Moycarn Lodge & Marina,Ballinasloe,,9.1,Wonderful,258 reviews,Deluxe Double Room with Balcony,1 full bed,Free cancellation,,,Only 5 rooms left at this price on our site,"1 night, 2 adults",€ 172,,Breakfast included
Point A Hotel Dublin Parnell Street,"Dublin City Centre, Dublin",,8.5,Very Good,"5,878 reviews",Double Room,1 full bed,,,,,"1 night, 2 adults",€ 301,,
Clontarf Castle Hotel,"Clontarf, Dublin",,8.9,Excellent,"3,108 reviews",Standard Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,,"1 night, 2 adults",€ 439,,
The g Hotel,Galway,,8.3,Very Good,"2,005 reviews",Atrium Suite,1 king bed,Free cancellation,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 731,,Breakfast included
Powerscourt Springs Health Farm,Wicklow,,8.1,Very Good,639 reviews,Double Room,1 full bed,,,,Only 5 rooms left at this price on our site,"1 night, 2 adults",€ 230,,Breakfast included
Ashley Hotel,Cork,,6.3,Review score,"1,256 reviews",Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 1 room left at this price on our site,"1 night, 2 adults",€ 170,,
The Mont,"Dublin City Centre, Dublin",,8.9,Excellent,"1,491 reviews",Double Classic King Bed,1 full bed,,,,,"1 night, 2 adults",€ 342,Location 9.5,
Rathkeale House Hotel,Limerick,,8,Very Good,725 reviews,Deluxe Double Room (2 Adults + 1 Child),2 queen beds,Free cancellation,– pay at the property,No prepayment needed,Only 3 rooms left at this price on our site,"1 night, 2 adults",€ 160,,
Conrad Dublin,"Saint Stephen's Green, Dublin",Sustainability certification,8.5,Very Good,764 reviews,Superior King Room,1 king bed,,,,,"1 night, 2 adults",€ 380,,
Broc House Suites,"Ballsbridge, Dublin",,8.6,Excellent,"1,944 reviews",One-Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)",,,,Only 6 rooms left at this price on our site,"1 night, 2 adults",€ 231,,
Shannon Springs Hotel,Shannon,,8.6,Excellent,"1,219 reviews",Superior King Room,1 king bed,Free cancellation,,,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 254,,Breakfast included
Travelodge Dublin City Rathmines,"Rathmines, Dublin",,7.4,Good,"1,980 reviews",Double Room (2 Adults Only),1 full bed,Free cancellation,– pay at the property,No prepayment needed,,"1 night, 2 adults",€ 259,,
Sliabh Beagh Hotel,Monaghan,,8.4,Very Good,76 reviews,Classic Quadruple Room,"3 beds (2 twins, 1 full)",,,,,"1 night, 2 adults",€ 125,,
The Gate Hotel,"Parnell Square, Dublin",,6.1,Review score,"3,246 reviews",Double Room,1 full bed,,,,,"1 night, 2 adults",€ 211,,
Phoenix Park Hotel,Dublin,,7.6,Good,"3,134 reviews",Double Room,1 full bed,,,,Only 3 rooms left at this price on our site,"1 night, 2 adults",€ 206,,
The Devlin Dublin,"Ballsbridge, Dublin",,8.7,Excellent,"1,332 reviews",Small Double Room,1 full bed,,,,,"1 night, 2 adults",€ 279,,
Hilton Dublin Airport,Cloghran,Sustainability certification,7.9,Good,"1,663 reviews",Double Room,1 full bed,,,,Only 3 rooms left at this price on our site,"1 night, 2 adults",€ 246,,
St Bridget's Apartments,Galway,•  •  •  •,8.1,Very Good,934 reviews,Two-Bedroom Apartment (3 Adults),"2 beds (1 twin, 1 full)",,,,Only 1 left at this price on our site,"1 night, 2 adults",€ 315,Location 9.3,
Carrigaline Court Hotel & Leisure Centre,Cork,,8.6,Excellent,"1,473 reviews",Double Room,1 full bed,Free cancellation,,,Only 7 rooms left at this price on our site,"1 night, 2 adults",€ 212,,
Wynn's Hotel,"Dublin City Centre, Dublin",,8.5,Very Good,"4,130 reviews",Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,,"1 night, 2 adults",€ 269,Location 9.6,Breakfast included
Quinlan & Cooke Boutique Townhouse and QCs Seafood Restaurant,Cahersiveen,,9,Wonderful,490 reviews,Deluxe Double Room,1 queen bed,,,,,"1 night, 2 adults",€ 229,Location 9.3,Breakfast included
The Westwood Summer Accommodation,Galway,,8,Very Good,710 reviews,Double Room with Ensuite,1 full bed,,,,,"1 night, 2 adults",€ 199,,
Chester Beatty Inn,Ashford,,9.1,Wonderful,497 reviews,Deluxe King Room,1 king bed,Free cancellation,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 220,,Breakfast included
The Bosun,Monkstown,,8.2,Very Good,626 reviews,Double Room with Sea View,1 full bed,,,,Only 6 rooms left at this price on our site,"1 night, 2 adults",€ 187,,Breakfast included
Maryborough Hotel & Spa,Cork,Sustainability certification,8.4,Very Good,"1,167 reviews",Deluxe Double or Twin Room,Multiple bed types,Free cancellation,– pay at the property,No prepayment needed,Only 6 rooms left at this price on our site,"1 night, 2 adults",€ 269,,Breakfast included
Roxford Lodge Hotel,"Ballsbridge, Dublin",,9,Wonderful,"1,986 reviews",Budget Unrenovated Double Room,1 full bed,Free cancellation,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 209,,
Great National South Court Hotel,Limerick,,8.1,Very Good,"1,193 reviews",Double Room,1 full bed,,,,,"1 night, 2 adults",€ 179,,Breakfast included
Blarney Castle Hotel,Blarney,,9.2,Wonderful,621 reviews,Double Room,1 full bed,,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 189,Location 9.6,Breakfast included
The Inn at Dromoland,Newmarket on Fergus,Sustainability certification,8,Very Good,989 reviews,Family Room ( 2 Adults + 2 Children),"3 beds (2 twins, 1 full)",,,,,"1 night, 2 adults",€ 229,,
The Draper Rooms,"Dublin City Centre, Dublin",,8.4,Very Good,"1,124 reviews",Deluxe Double Room,1 full bed,Free cancellation,,,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 199,,
53 Luxury Rooms,Maynooth,,9.4,Wonderful,18 reviews,Deluxe Double Room,1 queen bed,Free cancellation,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 295,Location 9.7,
Torc Hotel,Killarney,,8.1,Very Good,485 reviews,Standard Double Room,1 full bed,,,,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 219,,Breakfast included
The Camden Street Hotel,"Dublin City Centre, Dublin",,6.8,Review score,"2,057 reviews",Double Room,1 full bed,Free cancellation,,,,"1 night, 2 adults",€ 320,,
Feerick's Hotel,Rathowen,,8.5,Very Good,379 reviews,Twin Room,2 twin beds,Free cancellation,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 150,,Breakfast included
Ruby Molly Hotel Dublin,"Dublin City Centre, Dublin",,8.5,Very Good,109 reviews,Lovely Room,1 queen bed,,,,,"1 night, 2 adults",€ 233,,
Cashel House Hotel,Roundstone,,8.8,Excellent,400 reviews,Double Room,1 queen bed,,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 300,,Breakfast included
Ardagh Hotel & Restaurant,Clifden,,9,Wonderful,519 reviews,Triple Room (1 Double Bed + 1 Single Bed),"2 beds (1 twin, 1 king)",,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 262,,Breakfast included
Sheen Falls Lodge,Kenmare,,9,Wonderful,318 reviews,Superior Double or Twin Room,Beds: 1 double or 2 twins,,,,Only 3 rooms left at this price on our site,"1 night, 2 adults",€ 530,Location 9.7,Breakfast included
The Residence Hotel,Galway,,8.5,Very Good,626 reviews,Standard Double Room,1 queen bed,Free cancellation,,,Only 3 rooms left at this price on our site,"1 night, 2 adults",€ 319,Location 9.6,
Stauntons on the Green Hotel,"Saint Stephen's Green, Dublin",,9.1,Wonderful,"2,022 reviews",Small Double Room,1 full bed,Free cancellation,,,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 329,Location 9.7,
Inchydoney Island Lodge & Spa,Clonakilty,,8.9,Excellent,195 reviews,Double or Twin Room with Terrace,Beds: 1 double or 2 twins,,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 380,Location 9.8,Breakfast included
Kellys Hotel,"Saint Stephen's Green, Dublin",•  •  •  •,8,Very Good,779 reviews,Penthouse Suite,2 queen beds,,,,Only 1 left at this price on our site,"1 night, 2 adults",€ 761,Location 9.4,
Uppercross House Hotel,"Rathmines, Dublin",,8.3,Very Good,764 reviews,Double Room,1 full bed,,,,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 246,,Breakfast included
Dylan,"Ballsbridge, Dublin",,8.9,Excellent,95 reviews,Deluxe King Room,1 king bed,Free cancellation,– pay at the property,No prepayment needed,,"1 night, 2 adults",€ 505,,
Rathbaun Hotel,Lisdoonvarna,,8.7,Excellent,468 reviews,Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 210,,
The Dunloe Hotel & Gardens,Killarney,Sustainability certification,9.1,Wonderful,412 reviews,Garden Twin / Double Room,Multiple bed types,,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 345,Location 9.5,Breakfast included
Hotel67,Killarney,,8,Very Good,178 reviews,Double Room,1 full bed,,,,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 225,,Breakfast included
Waterloo Town House & Suites,"Ballsbridge, Dublin",,8.5,Very Good,"1,178 reviews",King Room,1 queen bed,,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 335,,
Great Southern Killarney,Killarney,,8.6,Excellent,350 reviews,Family Room,"2 beds (1 twin, 1 full)",,,,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 498,Location 9.6,
Mount Falcon Estate,Ballina,,8,Very Good,159 reviews,Superior Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 340,,Breakfast included
Seaview House Hotel,Bantry,,8.5,Very Good,171 reviews,Double Standard,1 full bed,,,,,"1 night, 2 adults",€ 225,,Breakfast included
Park Hotel Kenmare,Kenmare,,9.1,Wonderful,162 reviews,Superior Double or Twin Room with Garden View,Beds: 1 double or 2 twins,,,,Only 5 rooms left at this price on our site,"1 night, 2 adults",€ 635,Location 9.6,
Station View Tavern,Cork,,6.9,Review score,418 reviews,Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 180,,
Sonder The Earl,"Saint Stephen's Green, Dublin",,7.7,Good,300 reviews,Double Room,1 full bed,,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 219,,
Castle Grove Country House Hotel,Letterkenny,,9.1,Wonderful,143 reviews,Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 185,Location 9.4,Breakfast included
The Auld Dubliner,"Temple Bar, Dublin",,7.6,Good,89 reviews,Double Room,1 full bed,,,,Only 3 rooms left at this price on our site,"1 night, 2 adults",€ 230,,
The North Pole,Drumfree,Managed by a private host,9.2,Wonderful,65 reviews,Large Twin Room,2 twin beds,Free cancellation,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 120,,Breakfast included
Dublin Castle Suites,"Temple Bar, Dublin",•  •  •  •,8.5,Very Good,25 reviews,Standard Suite,1 full bed,,,,Only 1 left at this price on our site,"1 night, 2 adults",€ 253,Location 9.4,
Sheedys Boutique Hotel & Restaurant,Lisdoonvarna,,9.3,Wonderful,206 reviews,Double Room,Beds: 1 double or 2 twins,,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 235,,Breakfast included
Killarney Royal Hotel,Killarney,,8.9,Excellent,157 reviews,Double Room,1 full bed,,,,,"1 night, 2 adults",€ 362,Location 9.6,Breakfast included
Tiernan's Luxury King Room Ensuite,Charlestown,Managed by a private host,9.7,Exceptional,38 reviews,Double Room with Private Bathroom,1 king bed,,,,,"1 night, 2 adults",€ 135,Location 9.3,
Hayfield Manor,Cork,Sustainability certification,8.9,Excellent,183 reviews,Manor Room,1 queen bed,,,,,"1 night, 2 adults",€ 508,,
The Bailie,Cavan,,8.8,Excellent,32 reviews,Budget Double Room,1 full bed,Free cancellation,,,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 155,,Breakfast included
The Station House Hotel,Kilmessan,,8.9,Excellent,39 reviews,Standard Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 5 rooms left at this price on our site,"1 night, 2 adults",€ 310,,Breakfast included
Greenfield Lodge Hotel Bar & Bistro,Headford,,6.3,Review score,3 reviews,Double Room with Lake View,1 full bed,Free cancellation,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 180,,Breakfast included
John Eoinìn's Bar and accommodation,Glencolumbkille,,9.6,Exceptional,14 reviews,Double Room with Sea View,1 full bed,,,,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 110,Location 9.5,
Carrick Gate,Carrick,,9.3,Wonderful,15 reviews,Twin Room,2 twin beds,,,,Only 5 rooms left at this price on our site,"1 night, 2 adults",€ 125,Location 9.7,Breakfast included
The Marcy Boutique Accommodation,Drogheda,,,,,Double Room,1 full bed,,,,Only 5 rooms left at this price on our site,"1 night, 2 adults",€ 179,,
The Acres B&B,Killala,,7.9,Good,467 reviews,Deluxe Double Room,1 full bed,Free cancellation,– pay at the property,No prepayment needed,Only 3 rooms left at this price on our site,"1 night, 2 adults",€ 130,,Breakfast included
The Lanterns Hotel,Tarbert,,7.4,Good,57 reviews,Standard Twin Room,2 twin beds,,,,Only 4 rooms left at this price on our site,"1 night, 2 adults",€ 130,,
Doolin House,Doolin,Managed by a private host,7.4,Good,72 reviews,Double Room,1 full bed,Free cancellation,,,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 120,,
Ravine Hotel,Lisdoonvarna,,7.8,Good,334 reviews,Double Room with Private Bathroom,1 full bed,Free cancellation,,,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 150,,Breakfast included
White Sands Hotel,Ballyheigue,,8,Very Good,168 reviews,Double or Twin Room,Beds: 1 double or 2 twins,Free cancellation,,,Only 2 rooms left at this price on our site,"1 night, 2 adults",€ 180,Location 9.3,Breakfast included
Upton Court Hotel,Kilmuckridge,,7.6,Good,136 reviews,Double or Twin Room,Beds: 1 double or 2 twins,,,,Only 1 room left at this price on our site,"1 night, 2 adults",€ 140,,Breakfast included
The Abbeyleix Manor Hotel,Abbeyleix,,8,Very Good,"1,444 reviews",Single Room,2 twin beds,Free cancellation,,,,"1 night, 2 adults",€ 298,,
New Park Hotel Athenry,Athenry,,7.3,Good,244 reviews,Single Room,2 twin beds,Free cancellation,– pay at the property,No prepayment needed,,"1 night, 2 adults",€ 250,,
